price,make,model,mileage_km,registration_date,body_type,transmission,primary_fuel
35990.0,Mercedes-Benz,GLA 180,8600.0,2025-02-01,SUV,Automatic,Diesel
28977.0,BMW,X2,60342.0,2022-09-01,SUV,Automatic,Super 95
33900.0,BMW,X6,103000.0,2018-10-01,SUV,Automatic,Diesel
25880.0,smart,forTwo,7800.0,2018-09-01,Coupe,Automatic,Electricity
31900.0,BMW,320,85800.0,2020-07-01,Sedan,Automatic,Diesel
97985.0,Mercedes-Benz,EQS,7255.0,2024-04-01,Sedan,Automatic,Electricity
19950.0,BMW,118,44528.0,2019-08-01,Sedan,Manual,Super E10 95
65800.0,Mercedes-Benz,GLC 300,9900.0,2025-04-01,SUV,Automatic,Super E10 95
46900.0,Porsche,Macan,57387.0,2021-12-01,SUV,Automatic,Regular/Benzine 91
29690.0,BMW,320,64777.0,2021-06-01,Sedan,Automatic,Diesel
54998.0,Mercedes-Benz,GLB 200,8050.0,2025-10-01,SUV,Automatic,Diesel
84990.0,Audi,SQ5,6000.0,2025-09-01,SUV,Automatic,Super 95
32950.0,BMW,118,18286.0,2025-04-01,Sedan,Automatic,Diesel
64900.0,Audi,Q8,152500.0,2020-02-01,SUV,Automatic,Diesel
54950.0,Mercedes-Benz,GLA 250,8500.0,2025-08-01,SUV,Automatic,Regular/Benzine 91
109900.0,Porsche,Macan,5000.0,2025-09-01,SUV,Automatic,Electricity
25900.0,Alfa Romeo,Tonale,44274.0,2023-02-01,SUV,Automatic,Diesel
93900.0,Mercedes-Benz,GLE 450,13707.0,2025-06-01,SUV,Automatic,Super E10 95
92680.0,Mercedes-Benz,GLE 450,9999.0,2025-09-01,SUV,Automatic,Diesel
41790.0,BMW,X5,116200.0,2022-04-01,SUV,Automatic,Diesel
47990.0,Mercedes-Benz,CLA 200,9900.0,2025-09-01,Coupe,Automatic,Super E10 95
37333.0,Alfa Romeo,Junior,1.0,2025-09-01,SUV,Automatic,Super 95
91590.0,Mercedes-Benz,GLC 43 AMG,9900.0,2025-11-01,Coupe,Automatic,Regular/Benzine 91
74000.0,Porsche,Cayenne,72670.0,2021-01-01,SUV,Automatic,Regular/Benzine 91
19890.0,BMW,428,98000.0,2015-04-01,Coupe,Automatic,Regular/Benzine 91
66895.0,Audi,Q5,10.0,2025-10-01,SUV,Automatic,Diesel
45990.0,Mercedes-Benz,EQB 250,5456.0,2025-03-01,SUV,Automatic,Electricity
36800.0,Audi,SQ5,94300.0,2020-09-01,SUV,Automatic,Diesel
31500.0,Alfa Romeo,Junior,1.0,2025-04-01,SUV,Semi-automatic,Regular/Benzine 91
35990.0,BMW,530,82000.0,2017-07-01,Sedan,Automatic,Diesel
53130.0,Audi,SQ7,141666.0,2020-02-01,SUV,Automatic,Diesel
52774.0,Mercedes-Benz,EQE 300,12111.0,2025-02-01,Sedan,Automatic,Electricity
102950.0,BMW,M2,12820.0,2020-09-01,Coupe,Manual,Super 95
43697.0,Mercedes-Benz,CLA 200,14900.0,2025-10-01,Coupe,Automatic,Super 95
184900.0,Porsche,Panamera,8000.0,2024-09-01,Coupe,Automatic,Super 95
91990.0,Audi,SQ5,3050.0,2025-08-01,SUV,Automatic,Super 95
33780.0,BYD,Seal U,15.0,2025-09-01,SUV,Automatic,Super 95
154440.0,Audi,e-tron GT,4999.0,2025-02-01,Sedan,Automatic,Electricity
46880.0,Mercedes-Benz,GLA 200,9500.0,2025-09-01,SUV,Automatic,Regular/Benzine 91
44880.0,BMW,330,66968.0,2021-05-01,Sedan,Automatic,Super 95
42500.0,Mercedes-Benz,GLA 200,9900.0,2025-07-01,SUV,Automatic,Super E10 95
19797.0,BMW,X1,114650.0,2021-08-01,SUV,Automatic,Regular/Benzine 91
12800.0,Suzuki,Ignis,31450.0,2018-04-01,SUV,Automatic,Super 95
43890.0,BMW,320,25380.0,2025-02-01,Sedan,Automatic,Diesel
45000.0,Alfa Romeo,Stelvio,3200.0,2023-07-01,SUV,Automatic,Diesel
97900.0,Porsche,Macan,45394.0,2023-04-01,SUV,Automatic,Super 95
70000.0,Porsche,Taycan,77800.0,2023-11-01,Sedan,Automatic,Electricity
62906.0,Mercedes-Benz,C 300,10.0,2025-01-01,Sedan,Automatic,Super 95
144707.0,Aston Martin,DBX,29890.0,2022-11-01,SUV,Automatic,Super 95
19590.0,BMW,X3,180000.0,2015-06-01,SUV,Automatic,Regular/Benzine E10 91
57440.0,Volvo,EX40,15.0,2026-11-01,SUV,Automatic,Electricity
30880.0,BMW,320,50000.0,2021-10-01,Sedan,Automatic,Diesel
62999.0,Porsche,Cayenne,105000.0,2022-01-01,SUV,Semi-automatic,Regular/Benzine 91
8900.0,Suzuki,Swift,58000.0,2014-11-01,Sedan,Manual,Regular/Benzine 91
111790.0,Mercedes-Benz,GLE 450,9900.0,2025-09-01,Coupe,Automatic,Diesel
71990.0,Mercedes-Benz,GLC 450,9900.0,2025-03-01,SUV,Automatic,Diesel
16700.0,Porsche,Cayenne,205000.0,2012-09-01,SUV,Automatic,Diesel
35490.0,Mercedes-Benz,A 200,14000.0,2025-01-01,Sedan,Automatic,Diesel
83850.0,Porsche,Cayenne,67000.0,2022-01-01,Coupe,Automatic,Regular/Benzine 91
208990.0,Mercedes-Benz,G 580,60.0,2025-03-01,SUV,Automatic,Electricity
336992.0,Porsche,992,6100.0,2023-06-01,Coupe,Manual,Super Plus 98
54960.0,Audi,S7,66290.0,2020-05-01,Sedan,Automatic,Diesel
24990.0,BMW,430,75533.0,2016-03-01,Sedan,Automatic,Super E10 95
62859.0,Audi,Q8,91870.0,2020-12-01,SUV,Automatic,Diesel
9890.0,smart,forFour,12700.0,2020-09-01,Sedan,Automatic,Electricity
62990.0,Audi,Q5,9900.0,2025-06-01,SUV,Automatic,Diesel
18800.0,BMW,118,85006.0,2021-01-01,Sedan,Automatic,Regular/Benzine 91
28300.0,Alfa Romeo,Junior,10.0,2025-02-01,SUV,Automatic,Electricity
83990.0,BMW,X6 M,75280.0,2022-12-01,SUV,Automatic,Regular/Benzine 91
68450.0,Mercedes-Benz,GLC 220,9900.0,2025-07-01,Coupe,Automatic,Diesel
137000.0,Porsche,911,12600.0,2024-01-01,Coupe,Automatic,Regular/Benzine E10 91
29900.0,BMW,X4,170000.0,2019-04-01,SUV,Automatic,Regular/Benzine 91
37950.0,BMW,116,4500.0,2025-07-01,Hatchback,Automatic,Super 95
99610.0,Mercedes-Benz,S 350,37989.0,2024-06-01,Sedan,Automatic,Diesel
38850.0,Mercedes-Benz,GLA 180,5000.0,2025-10-01,SUV,Automatic,Super 95
37990.0,BMW,220,66238.0,2022-08-01,Coupe,Automatic,Diesel
284900.0,Porsche,992,200.0,2023-11-01,Coupe,Automatic,Super 95
12990.0,BMW,523,188910.0,2011-08-01,Sedan,Manual,Regular/Benzine E10 91
36950.0,BMW,X1,6990.0,2025-05-01,SUV,Automatic,Super E10 95
35900.0,Porsche,Macan,172000.0,2017-05-01,SUV,Semi-automatic,Diesel
63388.0,Audi,Q5,10.0,2025-10-01,SUV,Automatic,Super 95
17945.0,Suzuki,Ignis,13684.0,2024-08-01,Hatchback,Manual,Super 95
31500.0,Porsche,Macan,182000.0,2016-04-01,SUV,Semi-automatic,Diesel
39490.0,Mercedes-Benz,GLA 200,11482.0,2025-03-01,SUV,Automatic,Diesel
61999.0,Porsche,Taycan,75000.0,2020-12-01,Sedan,Automatic,Electricity
60995.0,BMW,X5,78000.0,2022-05-01,SUV,Automatic,Diesel
55567.0,Porsche,Cayenne,123890.0,2019-06-01,Coupe,Automatic,Regular/Benzine E10 91
74990.0,Audi,e-tron,15.0,2025-08-01,SUV,Automatic,Electricity
67990.0,BMW,X5,32551.0,2022-05-01,SUV,Automatic,Diesel
33490.0,Mercedes-Benz,A 180,11515.0,2025-01-01,Sedan,Automatic,Super E10 95
58980.0,Mercedes-Benz,CLE 200,9900.0,2025-07-01,Coupe,Automatic,Super E10 95
249900.0,Porsche,992,2739.0,2025-05-01,Coupe,Automatic,Super 95
51469.0,Mercedes-Benz,GLB 220,11738.0,2025-02-01,SUV,Automatic,Diesel
44590.0,Mercedes-Benz,GLA 200,9900.0,2025-06-01,SUV,Automatic,Super E10 95
52990.0,Alfa Romeo,Tonale,50.0,2023-06-01,SUV,Automatic,Electricity
94850.0,Porsche,Cayenne,6990.0,2025-05-01,SUV,Automatic,Super Plus E10 98
47480.0,BMW,X4 M,75370.0,2021-04-01,Coupe,Automatic,Regular/Benzine 91
64900.0,BMW,M5,100000.0,2020-06-01,Sedan,Automatic,Super Plus 98
77900.0,Porsche,Macan,53102.0,2022-08-01,SUV,Automatic,Super Plus 98
69800.0,BMW,X5,59000.0,2022-10-01,SUV,Automatic,Regular/Benzine E10 91
15550.0,Honda,Civic,38055.0,2015-12-01,Sedan,Manual,Super 95
33900.0,Porsche,Cayenne,216000.0,2016-04-01,SUV,Automatic,Super Plus 98
102990.0,Mercedes-Benz,GLE 450,6458.0,2024-02-01,SUV,Automatic,Diesel
69900.0,Porsche,Macan,28700.0,2022-06-01,SUV,Automatic,Super Plus E10 98
93990.0,Mercedes-Benz,GLE 350,21811.0,2024-08-01,SUV,Automatic,Diesel
14490.0,Suzuki,Vitara,79744.0,2017-05-01,SUV,Manual,Super E10 95
124985.0,Porsche,Cayenne,6000.0,2025-10-01,SUV,Automatic,Electricity
79900.0,Porsche,Cayenne,46900.0,2023-03-01,Coupe,Automatic,Regular/Benzine 91
14890.0,BMW,328,103465.0,2000-04-01,Coupe,Automatic,Regular/Benzine 91
61990.0,Mercedes-Benz,GLC 220,11539.0,2025-06-01,SUV,Automatic,Diesel
15499.0,Volvo,V40,108933.0,2019-04-01,Hatchback,Automatic,Regular/Benzine 91
43435.0,BMW,X5,143000.0,2021-02-01,SUV,Automatic,Diesel
35950.0,BMW,530,153741.0,2021-08-01,Sedan,Automatic,Diesel
24490.0,Suzuki,Vitara,2.0,2025-07-01,SUV,Manual,Super 95
107900.0,Porsche,Cayenne,37150.0,2024-02-01,Coupe,Automatic,Regular/Benzine 91
6950.0,Suzuki,Grand Vitara,216433.0,2013-12-01,SUV,Manual,Regular/Benzine 91
43950.0,Alfa Romeo,Stelvio,37999.0,2023-06-01,SUV,Automatic,Diesel
42488.0,Mercedes-Benz,CLA 200,4494.0,2025-05-01,Coupe,Automatic,Super 95
91900.0,Porsche,Macan,4000.0,2025-05-01,SUV,Automatic,Electricity
119899.0,Audi,SQ8,10200.0,2025-05-01,SUV,Automatic,Super 95
30650.0,Suzuki,Vitara,1500.0,2025-09-01,SUV,Automatic,Super E10 95
54950.0,Porsche,997,129169.0,2007-08-01,Coupe,Automatic,Super Plus 98
45900.0,Maserati,Levante,55915.0,2022-07-01,SUV,Automatic,Super 95
18099.0,BMW,X1,96881.0,2018-10-01,SUV,Automatic,Regular/Benzine 91
19490.0,BMW,420,98138.0,2015-09-01,Sedan,Manual,Diesel
66800.0,Mercedes-Benz,GLC 300,8000.0,2025-08-01,SUV,Automatic,Electricity
21450.0,Porsche,Cayenne,244000.0,2013-05-01,SUV,Automatic,Diesel
114900.0,Porsche,Taycan,19800.0,2024-05-01,Sedan,Automatic,Electricity
31950.0,Audi,e-tron,69482.0,2020-12-01,SUV,Automatic,Electricity
52490.0,Mercedes-Benz,GLC 200,9682.0,2025-02-01,SUV,Automatic,Super E10 95
29950.0,Alfa Romeo,Stelvio,75000.0,2023-02-01,SUV,Automatic,Diesel
22450.0,Audi,A3,55750.0,2020-12-01,Sedan,Automatic,Super 95
8900.0,Suzuki,Grand Vitara,133750.0,2010-09-01,SUV,Manual,Diesel
81464.0,Mercedes-Benz,E 300,15.0,2025-01-01,Sedan,Automatic,Super 95
42840.0,BMW,X3,69031.0,2022-11-01,SUV,Automatic,Regular/Benzine 91
185900.0,Porsche,Panamera,6410.0,2024-06-01,Sedan,Automatic,Super E10 95
19800.0,Porsche,Cayenne,240000.0,2013-07-01,SUV,Semi-automatic,Diesel
48500.0,BMW,X5,35850.0,2020-02-01,SUV,Automatic,Super E10 95
34490.0,Mercedes-Benz,A 180,9900.0,2025-06-01,Sedan,Automatic,Super E10 95
42810.0,Mercedes-Benz,GLB 200,6000.0,2025-06-01,SUV,Automatic,Regular/Benzine 91
9950.0,Volvo,XC60,250671.0,2011-02-01,SUV,Manual,Diesel
30000.0,BMW,X6,160000.0,2018-09-01,Coupe,Automatic,Diesel
31900.0,Alfa Romeo,Stelvio,55000.0,2020-06-01,SUV,Automatic,Biodiesel
30950.0,Porsche,Cayenne,177301.0,2016-03-01,SUV,Automatic,Diesel
25880.0,BMW,520,93190.0,2016-10-01,Sedan,Automatic,Diesel
25000.0,BMW,230,104500.0,2019-01-01,Coupe,Automatic,Super 95
66949.0,Audi,Q6 e-tron,9846.0,2025-03-01,SUV,Automatic,Electricity
59495.0,Mercedes-Benz,CLA 250,15.0,2025-01-01,Sedan,Automatic,Electricity
43900.0,Tesla,Model Y,38500.0,2022-11-01,SUV,Automatic,Electricity
48500.0,BMW,M3,65000.0,2002-04-01,Coupe,Manual,Regular/Benzine E10 91
49990.0,Mercedes-Benz,CLA 250,9900.0,2025-09-01,Coupe,Automatic,Super E10 95
61350.0,Mercedes-Benz,GLC 220,9900.0,2025-03-01,SUV,Automatic,Diesel
34990.0,BMW,550,160000.0,2018-01-01,Sedan,Automatic,Regular/Benzine 91
59850.0,Mercedes-Benz,GLC 200,9000.0,2025-06-01,Coupe,Automatic,Diesel
19980.0,BMW,X1,118000.0,2021-12-01,SUV,Automatic,Regular/Benzine 91
7880.0,Ford,Focus,119984.0,2015-01-01,Sedan,Manual,Regular/Benzine E10 91
20450.0,Audi,A3,82300.0,2020-07-01,Sedan,Automatic,Diesel
19970.0,BMW,218,86500.0,2017-09-01,Coupe,Automatic,Diesel
62999.0,Audi,Q6 e-tron,7542.0,2025-05-01,SUV,Automatic,Electricity
39690.0,Alfa Romeo,Stelvio,12335.0,2023-09-01,SUV,Automatic,Regular/Benzine 91
52950.0,BMW,X5,83719.0,2020-05-01,SUV,Automatic,Super 95
25900.0,Audi,A4,134000.0,2020-11-01,Sedan,Automatic,Diesel
37900.0,BMW,X3,57005.0,2022-05-01,SUV,Automatic,Diesel
23889.0,Audi,A3,68751.0,2020-05-01,Sedan,Automatic,Super 95
64990.0,BMW,M5,108000.0,2019-07-01,Sedan,Automatic,Regular/Benzine 91
20500.0,SsangYong,Korando,37047.0,2020-10-01,SUV,Automatic,Super E10 95
21990.0,Suzuki,Swift,85.0,2025-09-01,Hatchback,Automatic,Super 95
22990.0,BMW,640,192488.0,2014-03-01,Coupe,Automatic,Diesel
107450.0,Porsche,Cayenne,22000.0,2024-01-01,SUV,Automatic,Regular/Benzine 91
38450.0,Mercedes-Benz,A 200,3000.0,2025-08-01,Sedan,Automatic,Diesel
30490.0,BMW,X1,23867.0,2020-12-01,SUV,Automatic,Regular/Benzine 91
67890.0,Mercedes-Benz,GLC 400,11635.0,2025-02-01,SUV,Automatic,Super E10 95
3500.0,BMW,118,174500.0,2005-10-01,Sedan,Automatic,Regular/Benzine 91
88654.0,Mercedes-Benz,E 450,13560.0,2025-05-01,Sedan,Automatic,Diesel
34900.0,BMW,530,41834.0,2021-12-01,Sedan,Automatic,Super E10 95
80950.0,BMW,X5,55521.0,2021-03-01,SUV,Automatic,Super 95
74900.0,BMW,X5,56323.0,2022-10-01,SUV,Automatic,Super 95
94400.0,Mercedes-Benz,GLE 350,8500.0,2025-06-01,SUV,Automatic,Electricity
22990.0,Suzuki,Vitara,4200.0,2025-03-01,SUV,Manual,Super 95
22470.0,Suzuki,Vitara,3170.0,2025-08-01,SUV,Manual,Super 95
62490.0,Mercedes-Benz,GLC 220,32886.0,2025-01-01,Coupe,Automatic,Diesel
100000.0,Porsche,Macan,5080.0,2025-02-01,SUV,Automatic,Electricity
25900.0,Suzuki,Vitara,592.0,2025-09-01,SUV,Automatic,Super 95
42450.0,Mercedes-Benz,GLA 200,9900.0,2025-07-01,SUV,Automatic,Super E10 95
35000.0,Porsche,Macan,173000.0,2015-02-01,SUV,Automatic,Diesel
32980.0,BMW,X4,83000.0,2020-09-01,SUV,Automatic,Regular/Benzine 91
22445.0,Audi,e-tron,125437.0,2020-04-01,SUV,Automatic,Electricity
25680.0,BMW,320,62052.0,2019-04-01,Sedan,Automatic,Diesel
24880.0,Audi,A5,84563.0,2020-05-01,Sedan,Automatic,Domestic gas H
18890.0,BMW,116,52365.0,2022-11-01,Sedan,Manual,Diesel
79900.0,Porsche,Macan,11500.0,2025-03-01,SUV,Automatic,Electricity
104700.0,Mercedes-Benz,GLE 450,8000.0,2025-06-01,SUV,Automatic,Diesel
39900.0,BMW,X5,113896.0,2022-05-01,SUV,Automatic,Diesel
62950.0,Audi,S5,8290.0,2025-01-01,Sedan,Automatic,Diesel
42900.0,BMW,X5,96808.0,2020-09-01,SUV,Automatic,Diesel
94911.0,Porsche,Macan,9900.0,2025-06-01,SUV,Automatic,Electricity
35000.0,Porsche,Cayenne,145000.0,2017-02-01,SUV,Automatic,Super 95
8500.0,Volvo,V40 Cross Country,166000.0,2017-03-01,Sedan,Manual,Diesel
5450.0,Alfa Romeo,Brera,195000.0,2006-05-01,Coupe,Manual,Regular/Benzine 91
198000.0,Porsche,Cayenne,29900.0,2024-02-01,SUV,Automatic,Regular/Benzine E10 91
47400.0,Mercedes-Benz,GLB 200,9622.0,2025-04-01,SUV,Automatic,Super E10 95
28280.0,BMW,iX3,127764.0,2021-07-01,SUV,Automatic,Electricity
45945.0,Mercedes-Benz,EQA 250,10500.0,2025-06-01,SUV,Automatic,Electricity
56620.0,Mercedes-Benz,EQB 250,15.0,2025-01-01,SUV,Automatic,Electricity
16400.0,Suzuki,Ignis,36600.0,2023-03-01,Hatchback,Manual,Super 95
35850.0,Mercedes-Benz,B 200,4000.0,2025-04-01,Sedan,Automatic,Regular/Benzine 91
52900.0,Mercedes-Benz,GLB 200,21356.0,2025-04-01,SUV,Automatic,Diesel
94500.0,Audi,RS7,79000.0,2020-10-01,Sedan,Automatic,Regular/Benzine 91
25577.0,BMW,X3,153752.0,2018-06-01,SUV,Automatic,Diesel
11485.0,Volvo,V40,138471.0,2016-01-01,Sedan,Manual,Super E10 95
35990.0,BMW,X3,128000.0,2018-08-01,SUV,Automatic,Diesel
58700.0,Mercedes-Benz,EQE SUV,4800.0,2025-01-01,SUV,Automatic,Electricity
65500.0,Audi,Q5,1.0,2025-09-01,SUV,Automatic,Diesel
44990.0,Mercedes-Benz,GLA 200,9900.0,2025-08-01,SUV,Automatic,Super E10 95
85588.0,Audi,Q8,10.0,2025-09-01,SUV,Automatic,Super 95
96900.0,Mercedes-Benz,GLC 450,45115.0,2024-06-01,Coupe,Automatic,Diesel
53700.0,Mercedes-Benz,EQB 250,1.0,2025-01-01,SUV,Automatic,Electricity
99900.0,Mercedes-Benz,GLE 450,15900.0,2025-04-01,SUV,Automatic,Diesel
35900.0,Porsche,Cayenne,127900.0,2015-07-01,SUV,Automatic,Diesel
32590.0,Audi,Q3,86929.0,2020-05-01,SUV,Automatic,Diesel
28980.0,BMW,520,11600.0,2019-11-01,Sedan,Automatic,Regular/Benzine 91
26500.0,Suzuki,S-Cross,28060.0,2025-02-01,SUV,Automatic,Regular/Benzine 91
94899.0,Mercedes-Benz,GLE 450,5000.0,2025-09-01,SUV,Automatic,Diesel
9000.0,BMW,320,293000.0,2014-08-01,Sedan,Automatic,Diesel
52950.0,BMW,X5,112453.0,2022-01-01,SUV,Automatic,Diesel
61590.0,BMW,X5,38692.0,2022-09-01,SUV,Automatic,Diesel
90880.0,Mercedes-Benz,GLE 450,18000.0,2025-05-01,SUV,Automatic,Diesel
63500.0,Audi,Q5,10895.0,2025-05-01,SUV,Automatic,Super 95
39200.0,Suzuki,Jimny,10.0,2025-10-01,SUV,Automatic,Regular/Benzine 91
48444.0,BMW,X5,89119.0,2019-06-01,SUV,Automatic,Diesel
41900.0,Mercedes-Benz,A 200,8000.0,2025-09-01,Sedan,Automatic,Regular/Benzine 91
30890.0,Suzuki,Across,79884.0,2020-11-01,SUV,Automatic,Electricity
40790.0,BMW,420,32418.0,2022-09-01,Coupe,Automatic,Diesel
4750.0,Suzuki,Swift,159469.0,2008-09-01,Sedan,Manual,Super 95
60790.0,BMW,M850,51302.0,2022-08-01,Coupe,Automatic,Regular/Benzine 91
54980.0,BMW,520,7625.0,2025-03-01,Sedan,Automatic,Super E10 95
17900.0,Volvo,XC60,150000.0,2014-07-01,SUV,Automatic,Diesel
104444.0,Porsche,Taycan,16400.0,2023-11-01,Sedan,Automatic,Electricity
67890.0,BMW,X5,52899.0,2022-09-01,SUV,Automatic,Diesel
62900.0,Audi,RS5,32500.0,2020-09-01,Sedan,Automatic,Regular/Benzine 91
18990.0,BMW,118,31603.0,2022-07-01,Sedan,Manual,Regular/Benzine 91
29500.0,BMW,X5 M,182045.0,2017-05-01,SUV,Automatic,Diesel
45900.0,Mercedes-Benz,GLA 200,9900.0,2025-09-01,SUV,Automatic,Super E10 95
37500.0,Audi,Q3,99600.0,2020-05-01,SUV,Automatic,Diesel
99900.0,Porsche,Macan,12000.0,2025-05-01,SUV,Automatic,Electricity
22490.0,Alfa Romeo,Stelvio,85000.0,2022-04-01,SUV,Automatic,Diesel
34900.0,Audi,A5,76628.0,2020-09-01,Sedan,Automatic,Diesel
335000.0,Porsche,992,911.0,2023-11-01,Coupe,Automatic,Regular/Benzine 91
23950.0,BMW,X5,189397.0,2016-12-01,SUV,Automatic,Diesel
4690.0,Volvo,C30,189757.0,2008-06-01,Sedan,Automatic,Diesel
38260.0,BMW,X3,19771.0,2022-07-01,SUV,Automatic,Super E10 95
25950.0,BMW,X6,184506.0,2016-05-01,SUV,Automatic,Diesel
41870.0,Audi,A7,114443.0,2020-07-01,Coupe,Automatic,Super E10 95
74900.0,Porsche,911,61500.0,2003-09-01,Coupe,Manual,Super E10 95
24490.0,Audi,A1,42171.0,2020-10-01,Hatchback,Automatic,Regular/Benzine 91
162800.0,Porsche,992,6000.0,2025-10-01,Coupe,Automatic,Super E10 95
68990.0,Audi,Q5,3050.0,2025-10-01,SUV,Automatic,Diesel
39980.0,Audi,A5,19510.0,2020-08-01,Sedan,Automatic,Super 95
35970.0,BMW,X5,124542.0,2018-09-01,SUV,Automatic,Biodiesel
35349.0,BMW,X4,101793.0,2019-06-01,SUV,Automatic,Regular/Benzine 91
189990.0,Porsche,911,5351.0,2021-07-01,Coupe,Automatic,Super Plus 98
57900.0,Aston Martin,V8,62600.0,2010-10-01,Coupe,Automatic,Regular/Benzine 91
44249.0,BMW,X1,19560.0,2024-08-01,SUV,Automatic,Regular/Benzine 91
36490.0,Mercedes-Benz,GLA 180,3500.0,2025-05-01,SUV,Automatic,Regular/Benzine 91
41450.0,Alfa Romeo,Tonale,1500.0,2023-12-01,SUV,Automatic,Electricity
64440.0,BMW,X3,6320.0,2025-03-01,SUV,Automatic,Regular/Benzine 91
47890.0,BMW,X5,130900.0,2021-09-01,SUV,Automatic,Regular/Benzine 91
48889.0,BMW,X5,65815.0,2021-05-01,SUV,Automatic,Diesel
38750.0,BMW,iX3,46960.0,2021-07-01,SUV,Automatic,Electricity
24990.0,Volvo,XC40,126522.0,2018-10-01,SUV,Automatic,Diesel
164850.0,Porsche,Cayman,3300.0,2025-05-01,Coupe,Automatic,Super Plus E10 98
1500.0,BMW,318,421000.0,2006-03-01,Sedan,Manual,Super 95
16999.0,Hyundai,SANTA FE,130000.0,2014-11-01,SUV,Automatic,Diesel
39950.0,BMW,123,24173.0,2025-04-01,Sedan,Automatic,Regular/Benzine 91
31750.0,BMW,M3,284920.0,2004-06-01,Coupe,Manual,Super 95
23790.0,Suzuki,S-Cross,9900.0,2024-02-01,Sedan,Manual,Super E10 95
67989.0,Porsche,Macan,17847.0,2020-03-01,SUV,Automatic,Super Plus E10 98
26099.0,Alfa Romeo,Tonale,23953.0,2023-11-01,SUV,Automatic,Regular/Benzine 91
64850.0,Audi,RS3,2000.0,2025-07-01,Sedan,Automatic,Regular/Benzine E10 91
89299.0,Mercedes-Benz,GLC 450,10000.0,2025-10-01,SUV,Automatic,Diesel
6950.0,Suzuki,SX4,137200.0,2014-03-01,SUV,Manual,Regular/Benzine E10 91
83311.0,BMW,X5,94259.0,2022-11-01,SUV,Automatic,Regular/Benzine 91
88890.0,Audi,Q8,11158.0,2025-03-01,SUV,Automatic,Diesel
31699.0,BMW,530,22400.0,2017-05-01,Sedan,Automatic,Regular/Benzine 91
44990.0,Alfa Romeo,Stelvio,23000.0,2024-01-01,SUV,Automatic,Super 95
65000.0,Porsche,Macan,75000.0,2022-03-01,SUV,Automatic,Super Plus 98
79999.0,Mercedes-Benz,GLC 300,15.0,2025-01-01,SUV,Automatic,Super 95
19700.0,BMW,118,57910.0,2022-05-01,Sedan,Manual,Regular/Benzine E10 91
139870.0,Porsche,991,23841.0,2019-02-01,Coupe,Automatic,Super 95
27990.0,Mercedes-Benz,A 180,5000.0,2025-03-01,Sedan,Automatic,Regular/Benzine 91
27990.0,Suzuki,S-Cross,10.0,2024-12-01,SUV,Automatic,Regular/Benzine 91
6950.0,Suzuki,Jimny,115557.0,2003-03-01,SUV,Manual,Regular/Benzine 91
59180.0,Mercedes-Benz,CLA 250,1.0,2025-01-01,Sedan,Automatic,Electricity
70279.0,Audi,Q5,10.0,2025-10-01,SUV,Automatic,Diesel
31350.0,Alfa Romeo,Junior,7000.0,2025-05-01,SUV,Automatic,Super 95
37670.0,Alfa Romeo,Stelvio,33486.0,2023-06-01,SUV,Automatic,Diesel
64480.0,Audi,Q5,12000.0,2025-03-01,SUV,Automatic,Diesel
64800.0,Audi,Q7,43300.0,2020-01-01,SUV,Automatic,Diesel
64500.0,Mercedes-Benz,E 300,9900.0,2025-05-01,Sedan,Automatic,Diesel
4500.0,Honda,Civic,210000.0,2011-02-01,Hatchback,Manual,Super 95
37490.0,Mercedes-Benz,CLA 200,6170.0,2025-01-01,Coupe,Automatic,Super E10 95
39900.0,Porsche,911,100000.0,2002-08-01,Coupe,Manual,Super 95
66500.0,Audi,A5,6001.0,2025-06-01,Sedan,Automatic,Super 95
30885.0,Suzuki,Vitara,180.0,2024-02-01,SUV,Automatic,Super 95
39949.0,Audi,e-tron,13418.0,2020-10-01,SUV,Automatic,Electricity
53900.0,BMW,X3,58515.0,2022-04-01,SUV,Automatic,Diesel
8950.0,Honda,Civic,82600.0,2016-08-01,Sedan,Manual,Super 95
44600.0,Mercedes-Benz,GLA 200,9900.0,2025-08-01,SUV,Automatic,Super E10 95
48900.0,BMW,X3,78300.0,2022-08-01,SUV,Automatic,Diesel
64790.0,BMW,X5,64087.0,2022-11-01,SUV,Automatic,Electricity
49880.0,BMW,X5,40297.0,2021-11-01,SUV,Automatic,Diesel
12700.0,BMW,420,201500.0,2015-02-01,Coupe,Automatic,Super 95
164870.0,Porsche,Panamera,24299.0,2024-08-01,Sedan,Automatic,Regular/Benzine E10 91
52950.0,BMW,X3,18200.0,2024-03-01,SUV,Automatic,Diesel
52950.0,BMW,X4,52496.0,2019-07-01,SUV,Automatic,Super 95
17990.0,BMW,X1,149277.0,2015-11-01,SUV,Automatic,Diesel
18500.0,Alfa Romeo,Giulia,70130.0,2018-11-01,Sedan,Automatic,Diesel
114646.0,Porsche,Macan,19750.0,2024-05-01,SUV,Automatic,Super 95
27750.0,BMW,X3,62000.0,2021-09-01,SUV,Automatic,Regular/Benzine 91
199990.0,Porsche,992,29200.0,2022-05-01,Coupe,Automatic,Regular/Benzine 91
12490.0,Alfa Romeo,Giulietta,59552.0,2015-12-01,Sedan,Manual,Super 95
39550.0,Mercedes-Benz,B 200,2924.0,2025-05-01,Sedan,Automatic,Super E10 95
43998.0,Mercedes-Benz,B 180,3000.0,2025-10-01,Sedan,Automatic,Regular/Benzine 91
